bus_id,station_id,voltage,dc,symbol,under_construction,tags,x,y,country
way/52456886-400,way/52456886,400.0,f,Substation,f,way/52456886,20.69914702538835,44.868700822881486,RS
way/52456886-220,way/52456886,220.0,f,Substation,f,way/52456886,20.69884475142021,44.868539152042665,RS
way/52564762-400,way/52564762,400.0,f,Substation,f,way/52564762,20.16675767919097,44.66257486484598,RS
way/52564762-220,way/52564762,220.0,f,Substation,f,way/52564762,20.166458177704666,44.66241157637701,RS
way/89109496-400,way/89109496,400.0,f,Substation,f,way/89109496,19.7144894884492,46.03935091295225,RS
way/144936638-400,way/144936638,400.0,f,Substation,f,way/144936638,19.845607353226224,45.33985883927314,RS
way/144936638-220,way/144936638,220.0,f,Substation,f,way/144936638,19.845304948697542,45.33969475589437,RS
way/152481174-400,way/152481174,400.0,f,Substation,f,way/152481174,21.971151297861017,43.30212750627423,RS
way/152481174-220,way/152481174,220.0,f,Substation,f,way/152481174,21.970854084278034,43.30196923885573,RS
way/174921474-400,way/174921474,400.0,f,Substation,f,way/174921474,21.207236357879328,44.7294150945953,RS
way/196695540-220,way/196695540,220.0,f,Substation,f,way/196695540,20.900602204610045,42.66546310107873,RS
way/232243950-400,way/232243950,400.0,f,Substation,f,way/232243950,21.984312923051306,42.9760297092975,RS
way/235291237-220,way/235291237,220.0,f,Substation,f,way/235291237,21.17721602796342,42.63470633749048,RS
way/236110936-400,way/236110936,400.0,f,Substation,f,way/236110936,19.612584150313108,45.01629601123313,RS
way/236110936-220,way/236110936,220.0,f,Substation,f,way/236110936,19.61228432057364,45.01613117595065,RS
way/236110952-400,way/236110952,400.0,f,Substation,f,way/236110952,20.10961403562086,44.68369742803834,RS
way/236134509-220,way/236134509,220.0,f,Substation,f,way/236134509,20.38413707750433,44.823069622331744,RS
way/237532249-220,way/237532249,220.0,f,Substation,f,way/237532249,19.73935885761076,44.7151520895708,RS
way/238249884-400,way/238249884,400.0,f,Substation,f,way/238249884,22.123138861642577,44.0545705220359,RS
way/238952272-400,way/238952272,400.0,f,Substation,f,way/238952272,22.524276231626207,44.66514243224768,RS
way/238954545-400,way/238954545,400.0,f,Substation,f,way/238954545,19.167171179557204,45.767396277185206,RS
way/239947121-400,way/239947121,400.0,f,Substation,f,way/239947121,20.963342129389783,44.59671893765847,RS
way/239947121-220,way/239947121,220.0,f,Substation,f,way/239947121,20.96304062390112,44.59655798728472,RS
way/239998425-400,way/239998425,400.0,f,Substation,f,way/239998425,20.58768301648432,44.736109335469536,RS
way/239998425-220,way/239998425,220.0,f,Substation,f,way/239998425,20.5873818356248,44.73594730458313,RS
way/240179355-400,way/240179355,400.0,f,Substation,f,way/240179355,21.293971290973968,43.95470453537848,RS
way/254397982-220,way/254397982,220.0,f,Substation,f,way/254397982,20.66691430053239,44.83014208765572,RS
way/267325562-400,way/267325562,400.0,f,Substation,f,way/267325562,21.91749436405842,42.49199964761043,RS
way/273601208-220,way/273601208,220.0,f,Substation,f,way/273601208,20.394382948186543,45.41332240974072,RS
way/273601210-400,way/273601210,400.0,f,Substation,f,way/273601210,19.767372781329968,45.53762008870176,RS
way/288282829-220,way/288282829,220.0,f,Substation,f,way/288282829,19.937364757526822,44.29541936428264,RS
way/307090968-220,way/307090968,220.0,f,Substation,f,way/307090968,20.50305894696092,44.7786275315269,RS
way/317496363-220,way/317496363,220.0,f,Substation,f,way/317496363,20.04399578939664,43.82349003216872,RS
way/317497727-220,way/317497727,220.0,f,Substation,f,way/317497727,19.50023370346279,43.95298049065463,RS
way/317499556-400,way/317499556,400.0,f,Substation,f,way/317499556,21.06662440521797,42.70011025272792,RS
way/330729171-400,way/330729171,400.0,f,Substation,f,way/330729171,20.54382653587462,44.7995033186593,RS
way/330729178-220,way/330729178,220.0,f,Substation,f,way/330729178,20.46546090536794,44.72051605574757,RS
way/411530745-220,way/411530745,220.0,f,Substation,f,way/411530745,21.28247565180948,43.58503126372722,RS
way/419803318-400,way/419803318,400.0,f,Substation,f,way/419803318,20.739703072094205,43.68008409030222,RS
way/419803318-220,way/419803318,220.0,f,Substation,f,way/419803318,20.7394073280678,43.6799222592969,RS
way/498961839-400,way/498961839,400.0,f,Substation,f,way/498961839,20.92231570233083,44.05929988019098,RS
way/613473916-220,way/613473916,220.0,f,Substation,f,way/613473916,21.08929514681922,42.67738816094869,RS
way/616236270-220,way/616236270,220.0,f,Substation,f,way/616236270,21.197505662071627,42.91324479359192,RS
way/616241694-220,way/616241694,220.0,f,Substation,f,way/616241694,20.897354322751983,42.64454013336954,RS
way/808253261-400,way/808253261,400.0,f,Substation,f,way/808253261,20.921634392232043,44.922695022534015,RS
way/839904125-220,way/839904125,220.0,f,Substation,f,way/839904125,20.69773617620498,45.07890506642094,RS
way/1302365574-220,way/1302365574,220.0,f,Substation,f,way/1302365574,20.66841986158237,42.231757496717705,RS
RS9-400,RS9,400.0,f,Substation,f,RS9,21.201739415910573,44.758194503309184,RS
RS8-400,RS8,400.0,f,Substation,f,RS8,21.187602007360272,44.77979564278584,RS
RS20-400,RS20,400.0,f,Substation,f,RS20,19.73958960000001,42.98960068902937,RS
RS12-400,RS12,400.0,f,Substation,f,RS12,20.00796223420893,44.65647801619547,RS
RS12-220,RS12,220.0,f,Substation,f,RS12,20.00766324452276,44.65631425995586,RS
way/317499556-220,way/317499556,220.0,f,Substation,f,way/317499556,21.066332957334065,42.699949140704895,RS
RS22-220,RS22,220.0,f,Substation,f,RS22,21.183861200000003,42.9381143889858,RS
RS13-220,RS13,220.0,f,Substation,f,RS13,19.411393796909984,43.9633547458534,RS
RS27-400,RS27,400.0,f,Substation,f,RS27,19.81987100000001,42.10081448826111,RS
RS26-220,RS26,220.0,f,Substation,f,RS26,21.3073969,42.16292128831586,RS
RS21-220,RS21,220.0,f,Substation,f,RS21,19.6061887,42.94489668899159,RS
RS6-400,RS6,400.0,f,Substation,f,RS6,20.886728,44.84025409051721,RS
RS5-220,RS5,220.0,f,Substation,f,RS5,20.6809365,45.074081190693846,RS
RS25-400,RS25,400.0,f,Substation,f,RS25,21.797465100000004,42.29541328843219,RS
way/273601210-220,way/273601210,220.0,f,Substation,f,way/273601210,19.767069465313224,45.53745581758962,RS
RS3-400,RS3,400.0,f,Substation,f,RS3,18.664108299999995,45.47219059098862,RS
RS7-220,RS7,220.0,f,Substation,f,RS7,20.3609207,44.80108849048733,RS
RS28-400,RS28,400.0,f,Substation,f,RS28,21.44788790000001,42.08100398824368,RS
RS2-400,RS2,400.0,f,Substation,f,RS2,19.82813359999999,45.51586529102053,RS
RS19-400,RS19,400.0,f,Substation,f,RS19,22.9055674,43.05265488908256,RS
RS11-400,RS11,400.0,f,Substation,f,RS11,22.5407698,44.67196069038839,RS
RS14-220,RS14,220.0,f,Substation,f,RS14,20.40604650012572,43.846890490300005,RS
RS15-220,RS15,220.0,f,Substation,f,RS15,19.2819835,43.79251838969401,RS
RS18-220,RS18,220.0,f,Substation,f,RS18,19.327356417618144,43.33666945172904,RS
RS24-220,RS24,220.0,f,Substation,f,RS24,20.2206175,42.41231678853416,RS
RS29-220,RS29,220.0,f,Substation,f,RS29,21.456800400102665,42.03890493840977,RS
RS17-220,RS17,220.0,f,Substation,f,RS17,19.6539192,43.47080168943117,RS
RS4-400,RS4,400.0,f,Substation,f,RS4,21.922246,45.3463694908963,RS
RS1-400,RS1,400.0,f,Substation,f,RS1,20.126718899999982,46.30706729158203,RS
RS10-400,RS10,400.0,f,Substation,f,RS10,18.965308499999995,44.686399490399474,RS
